Date,MSFT,AAPL,AMZN,FB,JPM,GOOGL,GOOG,JNJ,V,PG,XOM,T,BAC,UNH,MA,DIS,INTC,VZ,HD,MRK,CVX,PFE,KO,WFC,CMCSA,CSCO,PEP,BA,C,WMT,ADBE,ABT,MDT,BMY,MCD,CRM,NVDA,NFLX,AMGN,ACN,PM,ABBV,TMO,COST,PYPL,NKE,HON,UNP,AVGO,UTX
2010-02-17,45882900.0,436396800.0,178896000.0,,34644100.0,81106812.0,81492313.0,9485500.0,14976800.0,14384400.0,21821800.0,25826341.0,261541900.0,11690900.0,12500000.0,9768600.0,47296700.0,14310116.0,21524600.0,12534918.0,8728000.0,61399821.0,17064600.0,50109700.0,26798200.0,48505500.0,6703500.0,4116200.0,57569040.0,15534200.0,9213000.0,13285744.0,5773700.0,9011200.0,5424600.0,6672400.0,87656000.0,8134000.0,6831900.0,2480300.0,7402400.0,,2265000.0,2663100.0,,10640400.0,4948868.0,5587800.0,507700.0,
2010-02-18,42856500.0,422825200.0,196002000.0,,31809500.0,93382524.0,93826371.0,8260600.0,15289200.0,17709000.0,22536700.0,35785734.0,242140300.0,10327100.0,17281000.0,8212300.0,42613600.0,11936700.0,16564800.0,12942590.0,9848000.0,60202899.0,17264600.0,30287900.0,25432600.0,41154700.0,6942900.0,4390300.0,28868750.0,29457500.0,9614400.0,11171113.0,3861900.0,11287500.0,4975800.0,8361600.0,151550800.0,8806000.0,8120500.0,2309400.0,7533300.0,,2822200.0,2275200.0,,6468000.0,5571292.0,5065400.0,461900.0,
2010-02-19,44451800.0,415469600.0,142312000.0,,40290200.0,102021876.0,102506786.0,14222300.0,13672000.0,10897800.0,24264600.0,45942270.0,216078200.0,11508200.0,17620000.0,12595600.0,40760000.0,19705104.0,18576300.0,13004003.0,13113200.0,53393321.0,18944800.0,32174300.0,51955000.0,38781900.0,6416500.0,7371100.0,27822290.0,15090400.0,12324000.0,20116924.0,4807100.0,10744300.0,5622600.0,7196800.0,51054800.0,8813000.0,7131600.0,5039200.0,8931900.0,,2012100.0,2510100.0,,9498000.0,6097426.0,10253800.0,374600.0,
2010-02-22,36707100.0,390563600.0,136146000.0,,43898900.0,85698216.0,86105539.0,9839700.0,11572800.0,9675300.0,20469700.0,41185403.0,173773200.0,16338800.0,10856000.0,7868200.0,38730600.0,14640538.0,16101000.0,18421115.0,8683400.0,61134003.0,13487600.0,41852200.0,39578000.0,31374800.0,4709500.0,6034100.0,23360670.0,12097200.0,6119800.0,11966236.0,4819200.0,8655000.0,4274900.0,5123600.0,45808400.0,35298200.0,7176800.0,2421400.0,8233500.0,,19134000.0,3004300.0,,6864800.0,4267495.0,8623200.0,846500.0,
2010-02-23,52266200.0,575094800.0,141364000.0,,52233100.0,114789096.0,115334688.0,12481400.0,19129200.0,11948500.0,33372900.0,37754919.0,210478400.0,10746500.0,16517000.0,10228300.0,62245300.0,15712094.0,35770100.0,16699670.0,11907600.0,50458353.0,14835600.0,38755100.0,34481600.0,36286000.0,5159400.0,6483800.0,28291710.0,14138000.0,7906000.0,13961234.0,11667900.0,8651000.0,7485700.0,5597200.0,48976400.0,13049400.0,7703000.0,2600900.0,10514700.0,,14686100.0,3081200.0,,7738800.0,5456646.0,8241800.0,1820200.0,
2010-02-24,43165900.0,460566400.0,147798000.0,,44645000.0,92970936.0,93412827.0,8519300.0,16210000.0,12808800.0,21469600.0,38357339.0,191571600.0,10982600.0,15190000.0,12062100.0,51070100.0,13273532.0,22937500.0,17913988.0,8921000.0,71379515.0,14470600.0,35782300.0,53823600.0,33182100.0,6888100.0,3400400.0,29262200.0,10624200.0,9545200.0,14141309.0,5280600.0,8538400.0,7579700.0,10460400.0,44586800.0,12005700.0,4887700.0,3261600.0,8305900.0,,6836100.0,2908200.0,,11618000.0,5058584.0,6783800.0,852300.0,
2010-02-25,48735300.0,665126000.0,190668000.0,,46718100.0,132235632.0,132864148.0,10528900.0,14140800.0,10085600.0,25668800.0,39168157.0,287325100.0,14779500.0,19896000.0,10553800.0,48789400.0,16887606.0,15049200.0,17854252.0,11761100.0,56344732.0,63648600.0,34185600.0,46155800.0,37112100.0,8074100.0,5043100.0,25996910.0,13510100.0,7735500.0,12305752.0,6026200.0,10154800.0,8500000.0,19942400.0,57697200.0,10717700.0,6592200.0,5548700.0,9596000.0,,9253500.0,3534000.0,,15967600.0,5920475.0,11503800.0,2319700.0,
2010-02-26,40370600.0,507460800.0,114432000.0,,67699100.0,81890028.0,82279251.0,9357800.0,12476400.0,10640900.0,20129700.0,38639484.0,343669400.0,9684700.0,10947000.0,13449800.0,47795300.0,13582737.0,13879200.0,13800483.0,8978800.0,62436536.0,63095400.0,50819700.0,43478000.0,30719800.0,14785800.0,4416000.0,17855770.0,15952900.0,4792600.0,14675281.0,4865800.0,7107200.0,8288400.0,10079600.0,39339600.0,8620500.0,6351700.0,4534000.0,8502800.0,,3933300.0,3681600.0,,19633200.0,4680452.0,12743200.0,280700.0,
2010-03-01,43805400.0,550093600.0,265930000.0,,34606800.0,89426484.0,89851528.0,9219400.0,13495200.0,7748600.0,18798600.0,32975544.0,170931100.0,10970800.0,24265000.0,8681000.0,51203300.0,17269741.0,14182000.0,12373107.0,7428100.0,48087169.0,39449800.0,34311000.0,46009200.0,41777800.0,9016500.0,5265600.0,15568690.0,12128700.0,4965000.0,9501667.0,5026200.0,10867500.0,6320300.0,10422000.0,55586800.0,12866700.0,5638400.0,4157800.0,8198300.0,,6794500.0,4031100.0,,10674000.0,4768665.0,7594800.0,872200.0,
2010-03-02,93123900.0,566546400.0,241950000.0,,33891600.0,174097728.0,174925214.0,9014000.0,12901200.0,8004000.0,24823900.0,44224248.0,183048600.0,7081500.0,13247000.0,14070600.0,59399000.0,18502083.0,15189500.0,12842402.0,9257200.0,68147740.0,24506200.0,45592200.0,44590800.0,51403800.0,9527200.0,4383200.0,16428080.0,14081700.0,5603400.0,10419341.0,7571800.0,10434600.0,6271700.0,8080800.0,53864800.0,11956700.0,7219100.0,3726700.0,7126700.0,,2516300.0,4126100.0,,9844800.0,4247461.0,8546200.0,981000.0,
